UserID,DestinationID,VisitDate,ExperienceRating,Preferences,Gender,NumberOfAdults,NumberOfChildren,Name_y,State,Type,Popularity,BestTimeToVisit,PreferencesList,PopularityNorm,ExperienceRatingNorm
851,266,2024-03-20,4,"Nature, Adventure",Female,2,0,Taj Mahal,Uttar Pradesh,Historical,8.91877315803813,Nov-Feb,"['Nature', 'Adventure']",0.70879835540314,0.75
823,939,2024-01-01,3,"Beaches, Historical",Female,1,2,Kerala Backwaters,Kerala,Nature,8.40872418732025,Sep-Mar,"['Beaches', 'Historical']",0.4531745725211091,0.5
127,938,2024-02-15,3,"Beaches, Historical",Female,2,2,Jaipur City,Rajasthan,City,9.20608066746193,Oct-Mar,"['Beaches', 'Historical']",0.8527896907958136,0.5
250,753,2024-03-20,2,"Beaches, Historical",Male,1,0,Jaipur City,Rajasthan,City,8.594748337394,Oct-Mar,"['Beaches', 'Historical']",0.5464052222807552,0.25
392,491,2024-01-01,4,"Nature, Adventure",Male,2,2,Taj Mahal,Uttar Pradesh,Historical,8.20803233304684,Nov-Feb,"['Nature', 'Adventure']",0.3525928363972763,0.75
621,719,2024-02-15,5,"City, Historical",Female,2,0,Kerala Backwaters,Kerala,Nature,8.603678777019319,Sep-Mar,"['City', 'Historical']",0.550880935184578,1.0
204,205,2024-03-20,2,"City, Historical",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.456754675076878,Apr-Jun,"['City', 'Historical']",0.4772462512792054,0.25
814,181,2024-01-01,4,"Beaches, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,9.236840653145723,Nov-Feb,"['Beaches', 'Historical']",0.8682058260167543,0.75
539,282,2024-02-15,4,"Nature, Adventure",Male,1,2,Goa Beaches,Goa,Beach,8.888987617087139,Nov-Mar,"['Nature', 'Adventure']",0.6938705875020232,0.75
677,954,2024-03-20,2,"Nature, Adventure",Male,2,0,Kerala Backwaters,Kerala,Nature,9.192148287990324,Sep-Mar,"['Nature', 'Adventure']",0.8458071307877678,0.25
299,25,2024-01-01,2,"Nature, Adventure",Female,2,1,Leh Ladakh,Jammu and Kashmir,Adventure,9.416526131108329,Apr-Jun,"['Nature', 'Adventure']",0.9582596919055907,0.25
883,641,2024-02-15,5,"Beaches, Historical",Female,2,1,Taj Mahal,Uttar Pradesh,Historical,8.559749376912812,Nov-Feb,"['Beaches', 'Historical']",0.5288646189489852,1.0
916,753,2024-03-20,1,"Beaches, Historical",Female,1,2,Jaipur City,Rajasthan,City,8.594748337394,Oct-Mar,"['Beaches', 'Historical']",0.5464052222807552,0.0
483,66,2024-01-01,1,"City, Historical",Female,1,1,Taj Mahal,Uttar Pradesh,Historical,8.657185750902032,Nov-Feb,"['City', 'Historical']",0.5776972917693552,0.0
575,311,2024-02-15,2,"Nature, Adventure",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,8.093952306204637,Nov-Feb,"['Nature', 'Adventure']",0.2954187811851987,0.25
544,763,2024-03-20,5,"Beaches, Historical",Female,1,1,Jaipur City,Rajasthan,City,8.90257550420428,Oct-Mar,"['Beaches', 'Historical']",0.7006804965610869,1.0
632,135,2024-01-01,1,"Nature, Adventure",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,9.398122784522716,Apr-Jun,"['Nature', 'Adventure']",0.949036395041993,0.0
467,114,2024-02-15,2,"Nature, Adventure",Male,2,2,Kerala Backwaters,Kerala,Nature,9.46714704036077,Sep-Mar,"['Nature', 'Adventure']",0.9836296251059741,0.25
484,617,2024-03-20,4,"Beaches, Historical",Female,2,0,Goa Beaches,Goa,Beach,9.097017238917031,Nov-Mar,"['Beaches', 'Historical']",0.7981298291368601,0.75
902,676,2024-01-01,2,"Nature, Adventure",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,9.263552559071387,Nov-Feb,"['Nature', 'Adventure']",0.8815931649444197,0.25
15,222,2024-02-15,1,"City, Historical",Male,1,2,Goa Beaches,Goa,Beach,8.240843057485613,Nov-Mar,"['City', 'Historical']",0.36903675057346685,0.0
235,281,2024-03-20,1,"Beaches, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,9.43086446632471,Nov-Feb,"['Beaches', 'Historical']",0.9654457067760517,0.0
402,417,2024-01-01,1,"City, Historical",Male,2,0,Goa Beaches,Goa,Beach,7.799317152894507,Nov-Mar,"['City', 'Historical']",0.14775501401171054,0.0
792,898,2024-02-15,1,"City, Historical",Male,1,0,Jaipur City,Rajasthan,City,8.311533772217603,Oct-Mar,"['City', 'Historical']",0.40446516814088673,0.0
819,429,2024-03-20,1,"City, Historical",Female,1,1,Kerala Backwaters,Kerala,Nature,8.186484600129791,Sep-Mar,"['City', 'Historical']",0.34179365177577825,0.0
863,135,2024-01-01,4,"Nature, Adventure",Male,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,9.398122784522716,Apr-Jun,"['Nature', 'Adventure']",0.949036395041993,0.75
436,848,2024-02-15,5,"Beaches, Historical",Female,1,2,Jaipur City,Rajasthan,City,9.02991974288286,Oct-Mar,"['Beaches', 'Historical']",0.7645022428797481,1.0
868,689,2024-03-20,4,"Beaches, Historical",Female,2,0,Kerala Backwaters,Kerala,Nature,8.133852314473286,Sep-Mar,"['Beaches', 'Historical']",0.3154156670455917,0.75
608,694,2024-01-01,1,"Nature, Adventure",Male,1,0,Kerala Backwaters,Kerala,Nature,9.22776324553234,Sep-Mar,"['Nature', 'Adventure']",0.8636564564344001,0.0
146,709,2024-02-15,2,"Nature, Adventure",Female,1,1,Kerala Backwaters,Kerala,Nature,9.155527396194914,Sep-Mar,"['Nature', 'Adventure']",0.8274536560614476,0.25
936,159,2024-03-20,1,"City, Historical",Male,1,0,Kerala Backwaters,Kerala,Nature,8.017566360422618,Sep-Mar,"['City', 'Historical']",0.25713605630813685,0.0
234,199,2024-01-01,4,"City, Historical",Male,1,0,Kerala Backwaters,Kerala,Nature,9.112874173872637,Sep-Mar,"['City', 'Historical']",0.8060769282018012,0.75
672,250,2024-02-15,1,"City, Historical",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,9.151090722807776,Apr-Jun,"['City', 'Historical']",0.8252301063637861,0.0
181,869,2024-03-20,1,"Beaches, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,7.67787032728221,Sep-Mar,"['Beaches', 'Historical']",0.08688890357071667,0.0
662,912,2024-01-01,3,"Nature, Adventure",Female,2,1,Goa Beaches,Goa,Beach,9.4380138836961,Nov-Mar,"['Nature', 'Adventure']",0.9690288158867411,0.5
742,281,2024-02-15,5,"Beaches, Historical",Female,2,1,Taj Mahal,Uttar Pradesh,Historical,9.43086446632471,Nov-Feb,"['Beaches', 'Historical']",0.9654457067760517,1.0
904,436,2024-03-20,5,"Beaches, Historical",Male,1,0,Taj Mahal,Uttar Pradesh,Historical,7.728114076451941,Nov-Feb,"['Beaches', 'Historical']",0.11206981357405578,1.0
247,291,2024-01-01,2,"Beaches, Historical",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,8.571800372009168,Nov-Feb,"['Beaches', 'Historical']",0.5349042761797165,0.25
279,494,2024-02-15,5,"City, Historical",Male,2,2,Kerala Backwaters,Kerala,Nature,8.937812540340415,Sep-Mar,"['City', 'Historical']",0.718340417454549,1.0
51,951,2024-03-20,5,"City, Historical",Male,1,1,Taj Mahal,Uttar Pradesh,Historical,8.365692888254666,Nov-Feb,"['City', 'Historical']",0.4316083620570617,1.0
180,960,2024-01-01,3,"City, Historical",Female,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,"['City', 'Historical']",0.7121698368418252,0.5
5,425,2024-02-15,3,"Nature, Adventure",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.677908499077882,Apr-Jun,"['Nature', 'Adventure']",0.08690803431966283,0.5
537,612,2024-03-20,2,"City, Historical",Male,2,0,Goa Beaches,Goa,Beach,7.582948969365619,Nov-Mar,"['City', 'Historical']",0.039316693881151,0.25
143,939,2024-01-01,1,"Nature, Adventure",Male,1,0,Kerala Backwaters,Kerala,Nature,8.40872418732025,Sep-Mar,"['Nature', 'Adventure']",0.4531745725211091,0.0
121,945,2024-02-15,5,"Beaches, Historical",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.537510610841785,Apr-Jun,"['Beaches', 'Historical']",0.016544125440390633,1.0
351,636,2024-03-20,1,"City, Historical",Male,2,2,Taj Mahal,Uttar Pradesh,Historical,8.591103123657849,Nov-Feb,"['City', 'Historical']",0.5445783323581327,0.0
24,272,2024-01-01,4,"City, Historical",Male,1,2,Goa Beaches,Goa,Beach,7.935193696560209,Nov-Mar,"['City', 'Historical']",0.21585293811471554,0.75
88,383,2024-02-15,2,"Beaches, Historical",Male,2,1,Jaipur City,Rajasthan,City,8.70695511642636,Oct-Mar,"['Beaches', 'Historical']",0.6026404525585265,0.25
888,805,2024-03-20,2,"City, Historical",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.410141709638284,Apr-Jun,"['City', 'Historical']",0.45388499924100933,0.25
353,894,2024-01-01,5,"Nature, Adventure",Female,2,0,Kerala Backwaters,Kerala,Nature,8.8155969048925,Sep-Mar,"['Nature', 'Adventure']",0.657088998759289,1.0
367,912,2024-02-15,4,"Beaches, Historical",Female,1,0,Goa Beaches,Goa,Beach,9.4380138836961,Nov-Mar,"['Beaches', 'Historical']",0.9690288158867411,0.75
593,775,2024-03-20,1,"Nature, Adventure",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.079156318407351,Apr-Jun,"['Nature', 'Adventure']",0.2880034022914916,0.0
79,493,2024-01-01,4,"Beaches, Historical",Male,2,0,Jaipur City,Rajasthan,City,8.878936494411294,Oct-Mar,"['Beaches', 'Historical']",0.6888332162923634,0.75
962,565,2024-02-15,3,"Nature, Adventure",Female,2,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.47880343825541,Apr-Jun,"['Nature', 'Adventure']",0.48829653973216225,0.5
829,911,2024-03-20,1,"Beaches, Historical",Female,1,0,Taj Mahal,Uttar Pradesh,Historical,7.685181358142892,Nov-Feb,"['Beaches', 'Historical']",0.09055300931872856,0.0
539,684,2024-01-01,1,"Nature, Adventure",Male,1,2,Kerala Backwaters,Kerala,Nature,9.465996074743892,Sep-Mar,"['Nature', 'Adventure']",0.9830527899355405,0.0
298,901,2024-02-15,2,"Beaches, Historical",Female,1,2,Taj Mahal,Uttar Pradesh,Historical,7.94384380620817,Nov-Feb,"['Beaches', 'Historical']",0.22018815664764194,0.25
814,853,2024-03-20,5,"Beaches, Historical",Male,1,2,Jaipur City,Rajasthan,City,9.04694477176505,Oct-Mar,"['Beaches', 'Historical']",0.7730347613954031,1.0
211,714,2024-01-01,3,"Beaches, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,8.655670235424626,Sep-Mar,"['Beaches', 'Historical']",0.5769377533297314,0.5
746,807,2024-02-15,5,"Nature, Adventure",Female,2,1,Goa Beaches,Goa,Beach,9.178994029748877,Nov-Mar,"['Nature', 'Adventure']",0.8392145456719634,1.0
218,258,2024-03-20,1,"Nature, Adventure",Female,2,2,Jaipur City,Rajasthan,City,7.617165381372276,Oct-Mar,"['Nature', 'Adventure']",0.05646510349656754,0.0
745,386,2024-01-01,3,"Beaches, Historical",Female,1,2,Taj Mahal,Uttar Pradesh,Historical,9.46333200145262,Nov-Feb,"['Beaches', 'Historical']",0.9817176230561109,0.5
92,477,2024-02-15,1,"Nature, Adventure",Female,2,0,Goa Beaches,Goa,Beach,9.061411819218064,Nov-Mar,"['Nature', 'Adventure']",0.7802852836185304,0.0
65,118,2024-03-20,1,"Nature, Adventure",Female,2,1,Jaipur City,Rajasthan,City,7.69898565359074,Oct-Mar,"['Nature', 'Adventure']",0.09747137681868355,0.0
653,217,2024-01-01,4,"Nature, Adventure",Male,2,1,Goa Beaches,Goa,Beach,9.14476464169103,Nov-Mar,"['Nature', 'Adventure']",0.8220596327843466,0.75
365,872,2024-02-15,3,"Nature, Adventure",Male,1,1,Goa Beaches,Goa,Beach,9.413328344476888,Nov-Mar,"['Nature', 'Adventure']",0.9566570412533837,0.5
724,161,2024-03-20,5,"Beaches, Historical",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,7.738547101644033,Nov-Feb,"['Beaches', 'Historical']",0.11729858476979492,1.0
530,677,2024-01-01,4,"Nature, Adventure",Female,2,0,Goa Beaches,Goa,Beach,8.565346616052354,Nov-Mar,"['Nature', 'Adventure']",0.5316698151648137,0.75
747,145,2024-02-15,5,"City, Historical",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,9.388011428887994,Apr-Jun,"['City', 'Historical']",0.9439688365803511,1.0
723,670,2024-03-20,2,"City, Historical",Female,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.809939225539317,Apr-Jun,"['City', 'Historical']",0.15307853106085267,0.25
71,840,2024-01-01,4,"Nature, Adventure",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.93351873337229,Apr-Jun,"['Nature', 'Adventure']",0.21501348847190735,0.75
954,518,2024-02-15,5,"City, Historical",Male,2,2,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,"['City', 'Historical']",0.7133732438948195,1.0
474,899,2024-03-20,1,"City, Historical",Male,2,2,Kerala Backwaters,Kerala,Nature,8.575304720464212,Sep-Mar,"['City', 'Historical']",0.5366605679478467,0.0
606,872,2024-01-01,2,"City, Historical",Female,2,2,Goa Beaches,Goa,Beach,9.413328344476888,Nov-Mar,"['City', 'Historical']",0.9566570412533837,0.25
123,49,2024-02-15,2,"City, Historical",Female,2,1,Kerala Backwaters,Kerala,Nature,8.0159728308643,Sep-Mar,"['City', 'Historical']",0.25633741916304387,0.25
799,404,2024-03-20,4,"Beaches, Historical",Female,1,2,Kerala Backwaters,Kerala,Nature,9.28938699420442,Sep-Mar,"['Beaches', 'Historical']",0.8945407374648222,0.75
869,217,2024-01-01,2,"Nature, Adventure",Male,1,1,Goa Beaches,Goa,Beach,9.14476464169103,Nov-Mar,"['Nature', 'Adventure']",0.8220596327843466,0.25
218,484,2024-02-15,3,"Nature, Adventure",Female,2,2,Kerala Backwaters,Kerala,Nature,8.361380335928295,Sep-Mar,"['Nature', 'Adventure']",0.4294470187295929,0.5
67,653,2024-03-20,4,"Beaches, Historical",Female,1,0,Jaipur City,Rajasthan,City,9.496920384788352,Oct-Mar,"['Beaches', 'Historical']",0.9985512804147108,0.75
786,42,2024-01-01,5,"City, Historical",Female,2,1,Goa Beaches,Goa,Beach,8.854828172623169,Nov-Mar,"['City', 'Historical']",0.6767507285936939,1.0
335,6,2024-02-15,2,"Nature, Adventure",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,7.6489495441529245,Nov-Feb,"['Nature', 'Adventure']",0.07239453065390933,0.25
429,752,2024-03-20,4,"City, Historical",Female,1,0,Goa Beaches,Goa,Beach,8.539108136038704,Nov-Mar,"['City', 'Historical']",0.518519745459304,0.75
931,897,2024-01-01,1,"Beaches, Historical",Male,1,0,Goa Beaches,Goa,Beach,8.342976753551683,Nov-Mar,"['Beaches', 'Historical']",0.42022360369344586,0.0
846,389,2024-02-15,2,"City, Historical",Male,1,2,Kerala Backwaters,Kerala,Nature,9.40914617773771,Sep-Mar,"['City', 'Historical']",0.9545610439200154,0.25
904,576,2024-03-20,1,"Beaches, Historical",Male,1,0,Taj Mahal,Uttar Pradesh,Historical,8.450301921040447,Nov-Feb,"['Beaches', 'Historical']",0.474012292401731,0.0
359,864,2024-01-01,4,"Nature, Adventure",Male,2,1,Kerala Backwaters,Kerala,Nature,9.147968243343048,Sep-Mar,"['Nature', 'Adventure']",0.8236651977793771,0.75
888,75,2024-02-15,4,"City, Historical",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.051674304536373,Apr-Jun,"['City', 'Historical']",0.27423010452945845,0.75
413,984,2024-03-20,1,"Nature, Adventure",Female,2,2,Kerala Backwaters,Kerala,Nature,7.748098699266505,Sep-Mar,"['Nature', 'Adventure']",0.12208560652064111,0.0
594,277,2024-01-01,1,"City, Historical",Female,1,0,Goa Beaches,Goa,Beach,8.694303252963497,Nov-Mar,"['City', 'Historical']",0.5962996551360118,0.0
443,67,2024-02-15,2,"Nature, Adventure",Male,2,1,Goa Beaches,Goa,Beach,7.593468221686345,Nov-Mar,"['Nature', 'Adventure']",0.044588679956390063,0.25
878,421,2024-03-20,3,"Nature, Adventure",Female,1,2,Taj Mahal,Uttar Pradesh,Historical,8.912423770627766,Nov-Feb,"['Nature', 'Adventure']",0.7056162012924547,0.5
461,788,2024-01-01,4,"Nature, Adventure",Female,1,0,Jaipur City,Rajasthan,City,8.223627062910356,Oct-Mar,"['Nature', 'Adventure']",0.36040852483033975,0.75
966,253,2024-02-15,2,"City, Historical",Female,1,0,Jaipur City,Rajasthan,City,8.125034098865065,Oct-Mar,"['City', 'Historical']",0.3109961980113339,0.25
976,683,2024-03-20,3,"Beaches, Historical",Male,1,1,Jaipur City,Rajasthan,City,8.419040819940108,Oct-Mar,"['Beaches', 'Historical']",0.45834501067174505,0.5
725,480,2024-01-01,5,"Nature, Adventure",Male,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,9.183226466821637,Apr-Jun,"['Nature', 'Adventure']",0.8413357372387777,1.0
141,707,2024-02-15,2,"City, Historical",Female,2,1,Goa Beaches,Goa,Beach,8.629118750166763,Nov-Mar,"['City', 'Historical']",0.5636308132271001,0.25
109,405,2024-03-20,5,"Beaches, Historical",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.266309519533893,Apr-Jun,"['Beaches', 'Historical']",0.3817999041903454,1.0
765,908,2024-01-01,5,"City, Historical",Male,2,0,Jaipur City,Rajasthan,City,8.452641011322342,Oct-Mar,"['City', 'Historical']",0.4751845859278193,1.0
165,519,2024-02-15,3,"City, Historical",Male,2,0,Kerala Backwaters,Kerala,Nature,7.772507901461253,Sep-Mar,"['City', 'Historical']",0.13431888795119065,0.5
852,79,2024-03-20,4,"City, Historical",Male,2,2,Kerala Backwaters,Kerala,Nature,8.48262944456915,Sep-Mar,"['City', 'Historical']",0.49021403837130745,0.75
201,774,2024-01-01,3,"City, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,8.038663649202402,Sep-Mar,"['City', 'Historical']",0.2677094895979882,0.5
359,678,2024-02-15,2,"Nature, Adventure",Male,2,1,Jaipur City,Rajasthan,City,8.104480470792156,Oct-Mar,"['Nature', 'Adventure']",0.30069523386557273,0.25
832,122,2024-03-20,1,"Beaches, Historical",Female,2,1,Goa Beaches,Goa,Beach,7.791202932648026,Nov-Mar,"['Beaches', 'Historical']",0.14368836983904573,0.0
828,434,2024-01-01,2,"City, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar,"['City', 'Historical']",0.6027901196056648,0.25
15,701,2024-02-15,2,"City, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,8.814028636189173,Nov-Feb,"['City', 'Historical']",0.6563030217227003,0.25
548,880,2024-03-20,4,"Nature, Adventure",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.442750358263288,Apr-Jun,"['Nature', 'Adventure']",0.4702276380752029,0.75
368,290,2024-01-01,5,"Nature, Adventure",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,7.934186545996741,Apr-Jun,"['Nature', 'Adventure']",0.21534817945085022,1.0
754,555,2024-02-15,1,"Beaches, Historical",Male,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,9.04217651721199,Apr-Jun,"['Beaches', 'Historical']",0.7706450315134231,0.0
426,966,2024-03-20,2,"City, Historical",Female,1,1,Taj Mahal,Uttar Pradesh,Historical,9.140527124056437,Nov-Feb,"['City', 'Historical']",0.8199358949670555,0.25
287,253,2024-01-01,4,"Nature, Adventure",Female,1,2,Jaipur City,Rajasthan,City,8.125034098865065,Oct-Mar,"['Nature', 'Adventure']",0.3109961980113339,0.75
166,698,2024-02-15,1,"Beaches, Historical",Male,2,0,Jaipur City,Rajasthan,City,8.305889899010864,Oct-Mar,"['Beaches', 'Historical']",0.40163660009734703,0.0
862,525,2024-03-20,3,"Beaches, Historical",Male,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.090624068994547,Apr-Jun,"['Beaches', 'Historical']",0.29375075196679956,0.5
798,394,2024-01-01,3,"City, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,8.884525796968724,Sep-Mar,"['City', 'Historical']",0.691634434891808,0.5
252,618,2024-02-15,3,"City, Historical",Male,2,2,Jaipur City,Rajasthan,City,8.39215366577806,Oct-Mar,"['City', 'Historical']",0.44486984171265226,0.5
247,361,2024-03-20,4,"Beaches, Historical",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,8.134764369094412,Nov-Feb,"['Beaches', 'Historical']",0.3158727660024219,0.75
585,801,2024-01-01,4,"City, Historical",Male,2,1,Taj Mahal,Uttar Pradesh,Historical,9.157148625977571,Nov-Feb,"['City', 'Historical']",0.8282661758659293,0.75
538,837,2024-02-15,1,"Beaches, Historical",Female,2,1,Goa Beaches,Goa,Beach,9.49270628520052,Nov-Mar,"['Beaches', 'Historical']",0.996439279136545,0.0
790,380,2024-03-20,3,"Beaches, Historical",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.658172608842527,Apr-Jun,"['Beaches', 'Historical']",0.5781918802783006,0.5
767,592,2024-01-01,5,"Nature, Adventure",Female,2,2,Goa Beaches,Goa,Beach,9.168100701200414,Nov-Mar,"['Nature', 'Adventure']",0.8337550819506357,1.0
259,336,2024-02-15,4,"Beaches, Historical",Male,1,0,Taj Mahal,Uttar Pradesh,Historical,9.26879230848542,Nov-Feb,"['Beaches', 'Historical']",0.8842191962540874,0.75
259,879,2024-03-20,5,"Beaches, Historical",Male,1,0,Kerala Backwaters,Kerala,Nature,8.309631133912779,Sep-Mar,"['Beaches', 'Historical']",0.40351161342583514,1.0
123,622,2024-01-01,4,"City, Historical",Female,2,1,Goa Beaches,Goa,Beach,8.642272298087951,Nov-Mar,"['City', 'Historical']",0.5702230423481623,0.75
298,134,2024-02-15,1,"Beaches, Historical",Female,1,2,Kerala Backwaters,Kerala,Nature,7.743269418238725,Sep-Mar,"['Beaches', 'Historical']",0.11966529169639203,0.0
503,926,2024-03-20,5,"Nature, Adventure",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,8.324741876265339,Nov-Feb,"['Nature', 'Adventure']",0.41108473942760015,1.0
647,366,2024-01-01,3,"Nature, Adventure",Female,2,1,Taj Mahal,Uttar Pradesh,Historical,9.266030293290664,Nov-Feb,"['Nature', 'Adventure']",0.8828349433431022,0.5
232,86,2024-02-15,4,"Beaches, Historical",Male,2,0,Taj Mahal,Uttar Pradesh,Historical,8.093807911279,Nov-Feb,"['Beaches', 'Historical']",0.2953464140611791,0.75
91,153,2024-03-20,5,"Beaches, Historical",Male,2,1,Jaipur City,Rajasthan,City,9.072635913777948,Oct-Mar,"['Beaches', 'Historical']",0.7859105189891359,1.0
735,7,2024-01-01,3,"City, Historical",Female,1,0,Goa Beaches,Goa,Beach,9.14506834197403,Nov-Mar,"['City', 'Historical']",0.8222118397677145,0.5
321,805,2024-02-15,4,"City, Historical",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.410141709638284,Apr-Jun,"['City', 'Historical']",0.45388499924100933,0.75
252,504,2024-03-20,1,"City, Historical",Male,2,2,Kerala Backwaters,Kerala,Nature,7.992592263408194,Sep-Mar,"['City', 'Historical']",0.24461966372743094,0.0
238,647,2024-01-01,5,"Beaches, Historical",Female,1,1,Goa Beaches,Goa,Beach,9.00875189802598,Nov-Mar,"['Beaches', 'Historical']",0.7538934486493437,1.0
582,518,2024-02-15,4,"City, Historical",Female,2,2,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,"['City', 'Historical']",0.7133732438948195,0.75
315,496,2024-03-20,2,"City, Historical",Male,2,0,Taj Mahal,Uttar Pradesh,Historical,8.265509612154226,Nov-Feb,"['City', 'Historical']",0.3813990106250511,0.25
537,287,2024-01-01,1,"City, Historical",Male,2,0,Goa Beaches,Goa,Beach,9.171525350501778,Nov-Mar,"['City', 'Historical']",0.8354714304969856,0.0
33,978,2024-02-15,4,"City, Historical",Male,2,2,Jaipur City,Rajasthan,City,8.519173371272599,Oct-Mar,"['City', 'Historical']",0.5085289401191753,0.75
133,242,2024-03-20,4,"Beaches, Historical",Male,2,2,Goa Beaches,Goa,Beach,9.164688152340853,Nov-Mar,"['Beaches', 'Historical']",0.8320447978429685,0.75
444,327,2024-01-01,2,"City, Historical",Female,1,0,Goa Beaches,Goa,Beach,8.382390141309063,Nov-Mar,"['City', 'Historical']",0.43997660752866075,0.25
518,251,2024-02-15,2,"Nature, Adventure",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,8.041916757088895,Nov-Feb,"['Nature', 'Adventure']",0.26933986587910963,0.25
610,87,2024-03-20,5,"Beaches, Historical",Male,1,1,Goa Beaches,Goa,Beach,8.322799778823294,Nov-Mar,"['Beaches', 'Historical']",0.4101114087802265,1.0
555,972,2024-01-01,4,"City, Historical",Female,1,2,Goa Beaches,Goa,Beach,9.215187537133938,Nov-Mar,"['City', 'Historical']",0.8573538260248209,0.75
644,545,2024-02-15,5,"Nature, Adventure",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,7.661289356429886,Apr-Jun,"['Nature', 'Adventure']",0.07857893582945799,1.0
733,638,2024-03-20,3,"Beaches, Historical",Female,1,1,Jaipur City,Rajasthan,City,9.315119560288965,Oct-Mar,"['Beaches', 'Historical']",0.907437255766849,0.5
717,969,2024-01-01,1,"City, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,"['City', 'Historical']",0.9546679691900349,0.0
343,80,2024-02-15,3,"Beaches, Historical",Female,2,1,Leh Ladakh,Jammu and Kashmir,Adventure,9.167168852535996,Apr-Jun,"['Beaches', 'Historical']",0.8332880627145477,0.5
887,408,2024-03-20,3,"Nature, Adventure",Female,1,0,Jaipur City,Rajasthan,City,7.789753610332566,Oct-Mar,"['Nature', 'Adventure']",0.1429620057560603,0.5
341,613,2024-01-01,4,"Nature, Adventure",Male,1,1,Jaipur City,Rajasthan,City,7.893422691754661,Oct-Mar,"['Nature', 'Adventure']",0.19491835560168924,0.75
575,957,2024-02-15,5,"Nature, Adventure",Male,1,2,Goa Beaches,Goa,Beach,9.319617878220548,Nov-Mar,"['Nature', 'Adventure']",0.9096917001678619,1.0
70,41,2024-03-20,3,"Beaches, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,9.45205627034071,Nov-Feb,"['Beaches', 'Historical']",0.9760665087375578,0.5
409,544,2024-01-01,3,"Beaches, Historical",Male,2,2,Kerala Backwaters,Kerala,Nature,8.517940732286046,Sep-Mar,"['Beaches', 'Historical']",0.5079111722992992,0.5
874,117,2024-02-15,2,"Beaches, Historical",Male,2,0,Goa Beaches,Goa,Beach,9.21979801445382,Nov-Mar,"['Beaches', 'Historical']",0.8596644819050621,0.25
419,192,2024-03-20,4,"Nature, Adventure",Male,2,1,Goa Beaches,Goa,Beach,8.419905788920559,Nov-Mar,"['Nature', 'Adventure']",0.45877851148353455,0.75
80,873,2024-01-01,1,"Nature, Adventure",Female,1,2,Jaipur City,Rajasthan,City,9.231967797202106,Oct-Mar,"['Nature', 'Adventure']",0.8657636725349163,0.0
794,853,2024-02-15,4,"Nature, Adventure",Female,2,1,Jaipur City,Rajasthan,City,9.04694477176505,Oct-Mar,"['Nature', 'Adventure']",0.7730347613954031,0.75
